id,title,venue,year,authors,doi,Label,abstract
1241,model checking multi-agent systems against epistemic hs specifications with regular expressions,kr,2016,"Jakub Michaliszyn, Piotr Witkowski",https://www.semanticscholar.org/paper/fd9a80def6d7058f1060a79439e0a523127bd4b4,2,epistemic halpern-shoham logic ehs is an interval temporal logic defined to verify properties of multi-agent systems in this paper we show that the model checking multi-agent systems with regular expressions against the ehs specifications is decidable we achieve this by reducing the model checking problem to the satisfiability problem of monadic second-order logic on trees
1242,encoding large rcc8 scenarios using rectangular pseudo-solutions,kr,2016,"Schockaert Steven, Li Sanjiang",https://www.semanticscholar.org/paper/fa8c9391350a523ba8721d18da17d5bc2127d0dc,1,rcc8 is one of the most widely used calculi for qualitative spatial reasoning although many applications have been explored where rcc8 relations refer to geographical or physical regions in two- or three-dimensional spaces their use for conceptual reasoning is still at a rather preliminary stage one of the core obstacles with using rcc8 to reason about conceptual spaces is that regions are required to be convex in this context we investigate in this paper how the latter requirement impacts the realizability of rcc8 networks specifically we show that consistent rcc8 networks over 2n 1 variables are guaranteed to have a convex solution in euclidean spaces of n dimensions and higher we furthermore prove that our bound is optimal for 2- and 3-dimensional spaces and that for any number of dimensions n &amp ge 4 there exists a network of rcc8 relations over 3n variables which is consistent but does not allow a convex solution in the n-dimensional euclidean space
1243,probabilistic models over weighted orderings: fixed-parameter tractable variable elimination,kr,2016,Stefan Szeider,https://www.semanticscholar.org/paper/f2f531958bb58b521d1cb07a1cf0d4beabca2887,5,probabilistic models with weighted formulas known as markov models or log-linear models are used in many do- mains recent models of weighted orderings between ele- ments that have been proposed as flexible tools to express preferences under uncertainty are also potentially useful in applications like planning temporal reasoning and user mod- eling their computational properties are very different from those of conventional markov models because of the tran- sitivity of the less than relation standard methods that ex- ploit structure of the models such as variable elimination are not directly applicable as there are no conditional inde- pendencies between the orderings within connected compo- nents the best known algorithms for general inference in these models are exponential in the number of statements here we present the first algorithms that exploit the available structure we begin with the special case of models in the form of chains we present an exact o n3 algorithm where n is the total number of elements next we generalize this technique to models in which the set of statements are com- prised of arbitrary sets of atomic weighted preference formu- las while the query and evidence are conjunctions of atomic preference formulas and the resulting exact algorithm runs in time o m n2 nc where m is the number of preference formulas n is the number of elements and c is the maximum number of elements in a linear cut which depends both on the structure of the model and the order in which the elements are processed therefore this algorithm is tractable for cases in which c can be bounded to a low value finally we report on the results of an empirical evaluation of both algorithms showing how they scale with reasonably-sized models
1245,using metric temporal logic to specify scheduling problems,kr,2016,"JW Gray, J McLean",https://www.semanticscholar.org/paper/552f65770fb7ef9ce9e3d65b913fdc56db326f31,4,we introduce scheduling mtl smtl an extension of met- ric temporal logic that supports the specification of com- plex scheduling problems with repeated and conditional oc- currences of activities and rich temporal relationships among them we define the syntax and semantics of smtl and ex- plore natural restrictions of the language to gain tractabil- ity we also provide an algorithm for finding a schedule to a problem specified as an smtl formula and establish a novel equivalence between a fragment of mtl and simple temporal networks a widely-used formalism in ai temporal planning
1246,complexity of the description logic alcm,kr,2016,"Carsten Lutz, Frank Wolter",https://www.semanticscholar.org/paper/24f17dad7c70561a9cea5ab1ca4bcf5f91df669c,2,we analyze the data complexity of ontology-mediated querying where the ontologies are formulated in a description logic dl of the alc family and queries are conjunctive queries positive existential queries or acyclic conjunctive queries our approach is non-uniform in the sense that we aim to understand the complexity of each single ontology instead of for all ontologies formulated in a certain language while doing so we quantify over the queries and are interested for example in the question whether all queries can be evaluated in polynomial time w r t a given ontology our results include a ptime/conp-dichotomy for ontologies of depth one in the description logic alcfi the same dichotomy for alc- and alci-ontologies of unrestricted depth and the non-existence of such a dichotomy for alcf-ontologies for the latter dl we additionally show that it is undecidable whether a given ontology admits ptime query evaluation we also consider the connection between ptime query evaluation and rewritability into monadic datalog
1247,model checking well-behaved fragments of hs: the almost final picture,kr,2016,"Alberto Molinari, Angelo Montanari, Adriano Peron",https://www.semanticscholar.org/paper/8f5527581451c31fbb681eccfa8a253bc2328011,1,model checking is one of the most powerful and widespread tools for system verification with applications in many areas of computer science and artificial intelligence the large ma- jority of model checkers deal with properties expressed in point-based temporal logics such as ltl and ctl however there exist relevant properties of systems which are inher- ently interval-based model checking algorithms for interval temporal logics itls have recently been proposed to check interval properties of computations as the model checking problem for full halpern and shoham s itl hs for short turns out to be decidable but computationally heavy research has focused on its well-behaved fragments in this paper we provide an almost final picture of the computational complex- ity of model checking for hs fragments with modalities for a subset of allen s relations meets met by starts and ends
1249,minimality postulates for ontology revision,kr,2016,"Aidan Sims, Brailey Sims",https://www.semanticscholar.org/paper/21b93c75fec001d462a0d67c55ca2c0511f3d04f,2,in many scenarios where the integration of information into a knowledge base kb leads to inconsistencies there is a need to change the kb minimally in belief revision relevance postulates meet the minimality requirement by restricting the elimination of kb elements to those that are relevant for the incoming information this paper focuses on two minimality postulates in an ontology revision scenario in which conflicts are caused by ambiguous use of symbols: a relevance pos- tulate and a generalized inclusion postulate which limits the creativity of the operators both postulates exploit the sat- isfiably equivalent representation of a first-order logic kb by its prime implicates which intuitively represent the most atomic logical components of the kb the paper shows that reinterpretation operators which are ontology revision oper- ators fulfill both postulates
1250,solving pppp-complete problems using knowledge compilation,kr,2016,Amir Karimi,https://www.semanticscholar.org/paper/975fda0477c473c205f3f2338fe86c270c5b1489,3,knowledge compilation has been successfully used to solve beyond np problems including some pp-complete and nppp-complete problems for bayesian networks in this work we show how knowledge compilation can be used to solve problems in the more intractable complexity class pppp this class contains nppp and includes interesting ai problems such as non-myopic value of information we show how to solve the prototypical pppp-complete problem maj- majsat in linear-time once the problem instance is compiled into a special class of sentential decision diagrams to show the practical value of our approach we adapt it to answer the same-decision probability sdp query which was recently introduced for bayesian networks the sdp problem is also pppp-complete it is a value-of-information query that quan- tifies the robustness of threshold-based decisions and comes with a corresponding algorithm that was also recently pro- posed we present favorable experimental results comparing our new algorithm based on knowledge compilation with the state-of-the-art algorithm for computing the sdp
1251,a multi-aspect evaluation framework for comments on the social web,kr,2016,"Patkos Theodore, Flouris Giorgos, Bikakis Antonis",https://www.semanticscholar.org/paper/910e064bfb3148f10bbcbebcc66e4a6a9549aa44,3,users reviews comments and votes on the social web form the modern version of word-of-mouth communication which has a huge impact on people s habits and businesses nonetheless there are only few attempts to formally model and analyze them using computational models of argument which achieved a first significant step in bringing these two fields closer in this paper we attempt their further integra- tion by formalizing standard features of the social web such as commentary and social voting and by proposing methods for the evaluation of the comments quality and acceptance
1252,discontinuity-free decision support with quantitative argumentation debates,kr,2016,Jodi Schneider,https://www.semanticscholar.org/paper/d670f9998be7e9ac0682a18d75a7474ebb1d4084,2,ibis issue based information system provides a widely adopted approach for knowledge representation especially suitable for the challenging task of representing wicked deci- sion problems while many tools for visualisation and collab- orative development of ibis graphs are available automated decision support in this context is still underdeveloped even though it would benefit several applications quad quanti- tative argumentation debate frameworks are a recently pro- posed ibis-based formalism encompassing automated deci- sion support by means of an algorithm for quantifying the strength of alternative decision options based on aggregation of the strength of their attacking and supporting arguments the initially proposed aggregation method however may give rise to discontinuities in this paper we propose a novel discontinuity-free algorithm for computing the strength of de- cision options in quad frameworks we prove that this algo- rithm features several desirable properties and we compare the two aggregation methods showing that both may be ap- propriate in the context of different application scenarios
1253,undecidability results for database-inspired reasoning problems in very expressive description logics,kr,2016,"Stefan Borgwardt, Rafael Peñaloza",https://www.semanticscholar.org/paper/bb501862a50b0db05efddadc7fa2edb2515cf6bd,3,it is widely recognized today that the management of imprecision and vagueness will yield more intelligent and realistic knowledge-based applications description logics dls are a family of knowledge representation languages that have gained considerable attention the last decade mainly due to their decidability and the existence of empirically high performance of reasoning algorithms in this paper we extend the well known fuzzy alc dl to the fuzzy shin dl which extends the fuzzy alc dl with transitive role axioms s inverse roles i role hierarchies h and number restrictions n we illustrate why transitive role axioms are difficult to handle in the presence of fuzzy interpretations and how to handle them properly then we extend these results by adding role hierarchies and finally number restrictions the main contributions of the paper are the decidability proof of the fuzzy dl languages fuzzy-si and fuzzy-shin as well as decision procedures for the knowledge base satisfiability problem of the fuzzy-si and fuzzy-shin
1256,representative solutions for multi-objective constraint optimization problems,kr,2016,"Maxime Clement, Tenda Okimoto, Nicolas Schwind, Katsumi Inoue",https://www.semanticscholar.org/paper/630add957fd5ec8bfee234973bb62cf08b3b9940,3,solving a multi-objective constraint optimization problem mo-cop typically consists in computing all pareto opti- mal solutions which are exponentially many in the general case this causes two problems: time complexity and lack of decisiveness we present an approach which given a number k of desired solutions selects k pareto optimal solutions that are representative of the pareto front we analyze the compu- tational complexity of the underlying computational problem and provide exact and approximation procedures
1257,reasoning about truthfulness of agents using answer set programming,kr,2016,"Marcello Balduccini, Michael Gelfond, Enrico Pontelli, Tran Cao Son",https://www.semanticscholar.org/paper/a9869fe9ae629bf9ad51d471fcca232c033bffd3,5,the paper proposes a framework for capturing how an agent s beliefs evolve over time in response to observations and for answering the question of whether statements made by a third party can be believed the basic components of the framework are a formalism for reasoning about actions changes and observations and a formalism for default reasoning the paper describes a concrete implementation that leverages answer set programming for determining the evolution of an agent s belief state based on observations knowledge about the effects of actions and a theory about how these influence an agent s beliefs the beliefs are then used to assess whether statements made by a third party can be accepted as truthful the paper investigates an application of the proposed framework in the detection of man-in-the-middle attacks targeting computers and cyber-physical systems finally we briefly discuss related work and possible extensions
1258,preference and priorities: a study based on contrction,kr,2016,Yejun Xu,https://www.semanticscholar.org/paper/23d42a87046eb6d3f0fcd81e7d63923aff50e702,2,we survey a selection of inconsistency measures from the literature and investigate their computational com- plexity wrt decision problems related to bounds on the inconsistency value and the functional problem of deter- mining the actual value our findings show that those inconsistency measures can be partitioned into three classes related to their complexity the first class con- tains measures whose complexity are located on the first level of the polynomial hierarchy the second class con- tains measures on the second level of the polynomial hi- erarchy and the third class is located beyond the second level of the polynomial hierarchy we provide member- ship results for all the investigated problems and com- pleteness results for most of them
1259,some complexity results on inconsistency measurement,kr,2016,P Křen,https://www.semanticscholar.org/paper/d5a10ac61f58f8eefa67c11cf470570c4af1980a,3,we survey a selection of inconsistency measures from the literature and investigate their computational com- plexity wrt decision problems related to bounds on the inconsistency value and the functional problem of deter- mining the actual value our findings show that those inconsistency measures can be partitioned into three classes related to their complexity the first class con- tains measures whose complexity are located on the first level of the polynomial hierarchy the second class con- tains measures on the second level of the polynomial hi- erarchy and the third class is located beyond the second level of the polynomial hierarchy we provide member- ship results for all the investigated problems and com- pleteness results for most of them
1260,applying sparql-based inference and ontologies for modelling and execution of clinical practice guidelines: a case study on hypertension management,kr,2016,"Charalampos Doulaverakis, Vassilis Koutkias, Grigoris Antoniou, Ioannis Kompatsiaris",10.1007/978-3-319-55014-5_6,1,clinical practice guidelines cpgs constitute a systematically developed critical body of medical knowledge which is compiled and maintained in order to assist healthcare professionals in decision making they are available for diverse diseases/conditions and routinely used in many countries providing reference material for healthcare delivery in clinical settings as cpgs are paper-based i e plain documents there have been various approaches for their computerization and expression in a formal manner so that they can be incorporated in clinical information and decision support systems semantic web technologies and ontologies have been extensively used for cpg formalization in this paper we present a novel method for the representation and execution of cpgs using owl ontologies and sparql-based inference rules the proposed approach is capable of expressing complex cpg constructs and can be used to express formalisms such as negations which are hard to express using ontologies alone the encapsulation of sparql rules in the cpg ontology is based on the sparql inference notation spin the proposed representation of different aspects of cpgs such as numerical comparisons calculations decision branches and state transitions and their execution is demonstrated through the respective parts of comprehensive though complex enough cpgs for arterial hypertension management the paper concludes by comparing the proposed approach with other relevant works indicating its potential and limitations as well as a future work directions
1261,can existing biomedical ontologies be more useful for ehr and cds,kr,2016,"Jesualdo Tomás FernándezBreis, Manuel QuesadaMartínez, Astrid DuqueRamos",10.1007/978-3-319-55014-5_1,5,the extensive use of clinical decision support systems cdss and electronic health records ehr has significantly altered the landscape of healthcare medical professionals now have access to priceless tools that transform patient data management and help them make wise clinical judgments however as we seamlessly incorporate artificial intelligence ai solutions into ehr and cdss a new era of healthcare is beginning the incorporation of ai technologies is thoroughly explored in this chapter shedding light on how they might improve clinical operations and patient outcomes the chapter opens by emphasizing the crucial role played by ehr in centralizing medical records digitizing patient data and enabling effective data sharing between healthcare providers the chapter conducts an in-depth exploration of how machine learning algorithms are applied to unearth patterns in patient data identify disease risks and provide personalized treatment recommendations
1262,detecting new evidences for evidence-based medical guidelines with journal filtering,kr,2016,"Qing Hu, Zhisheng Huang, Annette ten Teije, Frank van Harmelen, M Scott Marshall, Andre Dekker",https://www.semanticscholar.org/paper/4db6834b469852f6f413307591cd8d1f25e27749,3,evidence-based medical guidelines are systematically developed recommendations with the aim to assist practitioner and patients decisions regarding appropriate health care for specific clinical circumstances and are based on evidence described in medical research papers evidence-based medical guidelines should be regularly updated such that they can serve medical practice using based on the latest medical research evidence a usual approach to detecting new evidences is to use a set of terms which appear in a guideline conclusion or recommendation and create queries over a bio-medical search engine such as pubmed with a ranking over a selected subset of terms to search for relevant new research papers however the sizes of the found relevant papers are usually very large i e over a few hundreds even thousands which results in a low precision of the search this makes it for medical professionals quite difficult to find which papers are really interesting and useful for updating the guideline we propose a filtering step to decrease the number of papers more exactly we are interested in the question if we can reduce the number of papers with no or a slightly lower recall a plausible approach is to introduce journal filtering such that evidence appear in those top journals are preferred in this paper we extend our approach of detecting new papers for updating evidence-based medical guideline with a journal filtering step we report our experiments and show that 1 the method with journal filtering can indeed gain a large reduction of the number of papers 69 73 with a slightly lower recall 14 29 2 we show that the journal filtering method keeps relatively more high level evidence papers category a and removes all the low level evidence papers category d
1263,formalization and computation of diabetes quality indicators with patient data from a chinese hospital,kr,2016,"Haitong Liu, Annette ten Teije, Kathrin Dentler, Jingdong Ma, Shijing Zhang",10.1007/978-3-319-55014-5_2,3,clinical quality indicators are tools to measure the quality of healthcare and can be classified into structure-related process-related and outcome-related indicators the objective of this study is to investigate whether electronic medical record emr data from a chinese diabetes specialty hospital can be used for the automated computation of a set of 38 diabetes quality indicators especially process-related indicators the clinical quality indicator formalization clif method and tool and snomed ct were adopted to formalize diabetes indicators into executable queries the formalized indicators were run on the patient data to test the feasibility of their automated computation in this study we successfully formalized and computed 32 of 38 quality indicators based on the emr data the results indicate that the data from our chinese emr can be used for the formalization and computation of most diabetes indicators but that it can be improved to support the computation of more indicators
1266,simulation-based episodes of care data synthetization for chronic disease patients,kr,2016,"David Riaño, Alberto FernándezPérez",10.1007/978-3-319-55014-5_3,1,the prevalence of chronic diseases is growing year after year this implies that health care systems must deal with an increasing number of patients with several simultaneous pathologies i e comorbid patients which involves interventions combining primary specialist and hospital cares clinical practice guidelines provide evidence-based information on these interventions but only on individual pathologies this sets up the urgent need of developing ways of merging multiple single-disease interventions to provide professional assistance to comorbid patients here we propose an integrated care model formalizing the treatment of chronic comorbid patients across primary specialist and hospital cares the model establishes the baseline of a divide-and-conquer approach to the complex task of multiple therapy combination that was tested on the comorbidity of hypertension and chronic heart failure
1267,knowledge-driven paper retrieval to support updating of clinical guidelines - a use case on pubmed,kr,2016,"Veruska Zamborlini, Qing Hu, Zhisheng Huang, Marcos da Silveira, Cedric Pruski, Annette ten Teije, Frank van Harmelen",10.1007/978-3-319-55014-5_5,2,clinical guidelines are important knowledge resources for medical decision making they provide clinical recommendations based on a collection of research findings with respect to a specific disease since new findings are regularly published cgs are also expected to be regularly updated however selecting and analysing medical publications require a huge human efforts even when these publications are mostly regrouped and into repositories e g medline database and accessible via a search engine e g pubmed automatically detecting those research findings from a medical search engine such as pubmed supports the guideline updating process a simple search method is to select the medical terms that appear in the conclusions of the guideline to generate a query to search for new evidences however some challenges rise in this method: how to select the important terms besides how to consider background knowledge that may be missing or not explicitly stated in those conclusions in this paper we apply a knowledge model that formally describes elements such as actions and their effects to investigate i if it favors selecting the medical terms to compose queries and ii if a search enhanced with background knowledge can provide better result than other methods this work explores a knowledge-driven approach for detecting new evidences relevant for the clinical guideline update process based on the outcomes of two experiments we found that this approach can improve the recall by retrieving more relevant evidences than previous methods
1268,principles of knowledge representation and reasoning: proceedings of the fifteenth international conference kr 2016 cape town south africa april 25-29 2016,kr,2016,"Karen Sliwa, John Anthony",https://www.semanticscholar.org/paper/4f2fef52a42da586aeb98e216f2264564cc844e4,1,no abstract available
1269,logic programming and nonmonotonic reasoning - 17th international conference lpnmr 2024 dallas tx usa october 11-14 2024 proceedings,lpnmr,2025,"Carmine Dodaro, Gopal Gupta, Maria Vanina Martinez",https://www.semanticscholar.org/paper/76c6f5815db05a30a06023a4a29701939d467586,1,this book constitutes the refereed proceedings of the 17th international conference on logic programming and nonmonotonic reasoning lpnmr 2024 held in dallas tx usa during october 11-14 2024 the 27 full papers and 3 short papers included in this book were carefully reviewed and selected from 48 submissions they deal with declarative logic programming non-monotonic reasoning and knowledge representation focusing on the design and implementation of logic-based programming languages and database systems
1270,integrating structured declarative language sdl into asp chef,lpnmr,2024,"Mario Alviano, Paola Guarasci, Luis Angel Rodriguez Reiners, Ilaria R Vasile",10.1007/978-3-031-74209-5_29,3,this article explores the integration of structured declarative language sdl into asp chef a low-code web application designed to facilitate the development of pipelines for combinatorial search and optimization sdl is a recent proposal aimed at simplifying the syntax of answer set programming asp inspired by the straightforwardness of sql the integration is achieved through the implementation of a server that compiles sdl specifications into asp programs and the addition of a new operation in asp chef to manage data exchange with the server this integration aims to streamline the development process and make it more accessible for users working on combinatorial optimization tasks
1271,answer set explanations via preferred unit-provable unsatisfiable subsets,lpnmr,2024,"Mario Alviano, Susana Hahn, Orkunt Sabuncu, Hannes Weichelt",https://www.semanticscholar.org/paper/e7bc78a94bc3b7ad7eabda16d42c636b50c05306,4,explainability in artificial intelligence xai is crucial for enhancing the transparency and trustworthiness of ai systems our work focuses on providing clear explanations for why certain atoms in a given answer set are evaluated as such hence contributing to the understanding of the decisions made by answer set programming asp systems we employ simple inference rules to elucidate these decisions avoiding complex derivations to maintain clarity moreover we introduce the notion of preferred unit-provable unsatisfiable subsets preferred 1 pus to identify relevant portions of asp encodings prioritizing program rules over assignments with the objective of minimizing the assumptions involved in the explanation process the proposed principles are implemented in a new xai system
1272,integrating minizinc with asp chef: browser-based constraint programming for education and prototyping,lpnmr,2024,"Mario Alviano, Luis Angel Rodriguez Reiners",https://www.semanticscholar.org/paper/379623ad0f87d5391348bc514a06f8b2614384d8,2,in this paper we present the integration of minizinc into asp chef expanding its capabilities to include constraint programming alongside answer set programming asp by leveraging the web assembly version of minizinc this integration allows for running minizinc models directly in the browser eliminating the need for additional software installations this browser-based approach is particularly advantageous for educational settings and rapid prototyping offering a seamless and accessible environment for learners and practitioners to facilitate the incorporation of minizinc in asp recipes we have implemented a mapping mechanism that converts facts to minizinc data and vice versa this integration not only broadens the scope of problems that can be addressed using asp chef but also simplifies the workflow for users making it a versatile tool for complex computational tasks
1273,a semantical approach to abstraction in answer set programming and assumption-based argumentation,lpnmr,2024,"Iosif Apostolakis, Zeynep G Saribatur, Johannes P Wallner",https://www.semanticscholar.org/paper/38a0792ac64052625a003005b6de0de549f14c2f,4,recently forms of abstraction have been proposed for both logic programs lps under the answer set semantics asp and for the related formalism of assumption-based argumentation aba e g via clustering of atoms or assumptions in order to simplify a given lp or aba framework in both approaches after clustering the original answer sets and assumption sets are over-approximated with the aim of avoiding spuriousness in contrast in asp a given lp is syntactically modified to achieve over-approximation while on aba the framework is minimally modified and the semantics is abstracted in this work we follow the latter approach and provide a novel semantical abstraction for lps and for aba frameworks corresponding to lps
1274,consequence operators of characterization logics - the case of abstract argumentation,lpnmr,2024,"Ringo Baumann, Hannes Strass",https://www.semanticscholar.org/paper/8e4a19ec45192ea3d1a419a9fcc2dd97e21de773,3,the analysis of properties of consequence operators has been a very active field in the formative years of non-monotonic reasoning one possible approach to do this is to start with a model-theoretic semantics and then to study the logical consequence relation induced by that semantics in this paper we follow that approach and analyse resulting consequence operators of so-called characterization logics roughly speaking a characterization logic characterizes via its own notion of ordinary equivalence another logic s notion of strong equivalence for example the logic of here and there is a characterization logic for answer set programs because strong equivalence of the latter is characterized by ordinary equivalence of the former in previous work we showed that the consideration of finite knowledge bases only a common assumption in the field of knowledge representation guarantees the existence and uniqueness of characterization logics in this paper we apply this existence result to the field of abstract argumentation we show that the associated consequence operator outputs a so-called reverse kernel a useful construct that received comparably little attention in the literature so far as an aside we clarify that for several well-known logics their canonical characterization consequence operators are well-behaved
1276,compiling metric temporal answer set programming,lpnmr,2024,"A Becker, P Cabalar, M Diéguez, S Hahn, J Romero, T Schaub",10.1007/978-3-031-74209-5_2,4,we develop a computational approach to metric answer set programming asp to allow for expressing quantitative temporal constrains like durations and deadlines a central challenge is to maintain scalability when dealing with fine-grained timing constraints which can significantly exacerbate asp s grounding bottleneck to address this issue we leverage extensions of asp with difference constraints a simplified form of linear constraints to handle time-related aspects externally our approach effectively decouples metric asp from the granularity of time resulting in a solution that is unaffected by time precision
1277,on forgetting in assumption-based argumentation,lpnmr,2024,"Matti Berthold, Anna Rapberger, Markus Ulbricht",https://www.semanticscholar.org/paper/ed406e5b9c53d16201ea47b8beb77a73fb174a1e,5,we address the issue of forgetting in assumption-based argumentation aba forgetting is driven by the goal to remove certain elements from a knowledge base while preserving the structure of its models as well as possible we introduce several forgetting operators tailored to accomplish the removal of different pieces of the aba knowledge base assumptions contraries and atoms formalizing a diverse selection of perspectives on this issue we examine the quality of our operators by studying their compliance with suitable desiderata we propose thereby we investigate the impact of the operators on the syntax of the given aba knowledge base its semantics but also the instantiated argumentation framework thus bridging recent forgetting studies on non-monotonic formalisms including argumentation theory
1278,modelling dialogues in a concurrent language for argumentation,lpnmr,2024,"Stefano Bistarelli, Maria Chiara Meo, Carlo Taticchi",https://www.semanticscholar.org/paper/3f76b3dfb59cd26999fa27c178592349bed0208d,3,in the fast-growing area of artificial intelligence ai the ability of autonomous agents to engage in complex debates is crucial for consensus building on beliefs actions or goals and forms the basis for applications in decision-making planning opinion polling and negotiation in this paper we leverage the timed concurrent language for argumentation a modelling language derived from concurrent programming paradigms and argumentation theory to introduce well-known high-level propositions claim counter why argue concede and retract to model various debate forms making it a powerful tool for agent interaction the obtained constructs specifically designed for multi-agent reasoning and the facilitation of argumentation define the dialogue language dicla dialogic concurrent language for argumentation that enables domain experts to employ advanced computational argumentation tools without needing programming skills bridging the gap between theoretical argumentation models and practical real-world applications
1279,texplain: information extraction with explanations,lpnmr,2024,"Pedro Cabalar, Adrian Dorsey, Jorge Fandinno, Yuliya Lierler, Brais Muñiz, Joel Sare",https://www.semanticscholar.org/paper/011a29ebf74655136bdb9b1c94aa492663c58aaf,5,we present a narrative understanding tool that takes as an input a narrative in natural english language that contains both sentences describing actions as well as questions and outputs answers to those questions together with natural language explanations justifying those answers we evaluate our tool on the several tasks of facebook s babi challenge where it achieves 100 accuracy
1280,a fixpoint characterisation of temporal equilibrium logic,lpnmr,2024,"Pedro Cabalar, Martín Diéguez, François Laferrière, Torsten Schaub, Igor Stéphan",https://www.semanticscholar.org/paper/5667af166053470191fa0e66b2019b3b3001b8bd,2,connections of intuitionistic and intermediate logics with logic programming have been extensively studied in the literature among the different results in the literature we find equilibrium logic pearce 1996 and safe beliefs osorio et al 2005 pearce s approach admits a characterisation in terms of a fixpoint consequence operator on the here-and-there intermediate logic heyting 1930 which is similar to the notion of theory completion in default and autoepistemic logics osorio s safe beliefs are also given in terms of a fixpoint operator under intuitionistic logic semantics in this latter case intuitionistic logic can be replaced by any intermediate logic without altering the result in this paper we consider temporal equilibrium logic an combination of equilibrium logic and linear-time temporal logic in this context we extend pearce s and osorio s approach to temporal case and we discuss the relation of intuitionistic temporal logic and temporal logic programming
1283,towards explainable weather forecasting through fastlas,lpnmr,2024,"Talissa Dreossi, Agostino Dovier, Andrea Formisano, Mark Law, Agostino Manzato, Alessandra Russo, Matthew Tait",10.1007/978-3-031-74209-5_20,5,weather forecasting is important for saving lives protecting property and supporting economic activities it provides timely warnings for severe weather improves agricultural planning and aids in disaster management neural networks and deep learning methods can achieve impressive accuracy in weather prediction but their black-box nature lacks in explainability to address this limitation we investigated the potential of fastlas an inductive logic programming ilp framework to produce reliable and more important explainable weather predictions fastlas learns asp programs whose syntax and structural semantics resemble natural human language making them easily understandable and interpretable by humans the supportedness of stable models allows a clear explanation of the predictions our empirical evaluation on data from an italian weather forecasting center shows that our approach is capable of learning predictive models from small dataset a few samples instead of the thousands needed by neural networks achieving an accuracy higher than statistical machine learning base lines
1284,a sequent calculus for generalized inductive definitions,lpnmr,2024,"Robbe Van den Eede, Robbe Van Biervliet, Marc Denecker",https://www.semanticscholar.org/paper/df71c1a07ceb7878f745e42c713b698f8034e79d,1,inductive definitions are ubiquitous in mathematics and computer science and play an important role in knowledge representation to date several proof systems have been developed for inductive definitions however these systems are typically limited to stratified definitions while many important definitions are not stratified inspired by logic programming the logic fo id has been developed as an extension of classical first-order logic with general inductive definitions that go beyond stratification this paper presents a classical sequent calculus lfo id for fo id based on the sequent calculus lkid by brotherston and simpson which formalizes the principle of mathematical induction while syntactically remaining close to lkid lfo id covers a substantially larger class of inductive definitions the soundness of lfo id is proven thereby showing that a relatively conservative adaptation of lkid is capable of handling the liberal forms of definitions in fo id governed by the intricate well-founded semantics
1285,deductive systems for logic programs with counting: preliminary report,lpnmr,2024,"Jorge Fandinno, Vladimir Lifschitz",10.1007/978-3-031-74209-5_1,3,in answer set programming two groups of rules are considered strongly equivalent if they have the same meaning in any context strong equivalence of two programs can be sometimes established by deriving rules of each program from rules of the other in an appropriate deductive system this paper shows how to extend this method of proving strong equivalence to programs containing the counting aggregate
1286,ltlf2asp: ltlf bounded satisfiability in asp,lpnmr,2024,"Valeria Fionda, Antonio Ielo, Francesco Ricca",https://www.semanticscholar.org/paper/e5092f0fdd888015ba507a36d555437b4eacd2f9,3,finite variant of linear temporal logic ltl is increasingly popular in artificial intelligence ai indeed several ai applications rely on checking the satisfiability of temporal specifications expressed in ltl e g planning and model-checking this paper describes ltlf2asp an asp-based system for bounded satisfiability checking of ltl formulae the approach is based on a natural encoding in asp of temporal operators that is inspired to sat-based approaches experiments show that our system compares favourably to the state-of-the-art and shows the asp technology stack is a suitable alternative to sat/smt solvers for bounded satisfiability checking of ltl formulae
1287,semantic-based arguments using logic programming rewriting systems,lpnmr,2024,"Esteban Guerrero, Juan Carlos Nieves",10.1007/978-3-031-74209-5_21,2,traditionally in the argumentation theory literature structured arguments are constructed from rules interpretations aiming to build well-supported deductive evidence different from other approaches we emphasize the role of investigating general frameworks that can also provide a consistent and well-defined justification for a conclusion that cannot be inferred and there is certainty about it which we call here naf-arguments which have been less explored in the formal argumentation theory despite its potential use in practical applications for building nuanced well-structured explanations and justifications this article introduces the so-called semantic argumentation guaranteeing well-known principles for quality in structured argumentation and with the ability to generate two types of arguments those where the conclusion atoms are semantically interpreted as true and those where the conclusion is assumed to be false we call them here semantic and naf-arguments respectively this framework is defined on the set of all logic programs in terms of rewriting systems based on a confluent set of transformation rules the so-called confluent logic programming systems making this approach a general framework additionally we introduce a method for building such arguments using the program s strata through partial interpretations we implement our framework named semantic argumentation solver available open source
1288,abstract dialectical frameworks are boolean networks,lpnmr,2024,"VanGiang Trinh, Belaid Benhamou, Vincent Risch",https://www.semanticscholar.org/paper/f20e52df792b4d5ad1dc32c66ba068f87c6aad56,3,dialectical frameworks are a unifying model of formal ar- gumentation where argumentative relations between arguments are rep- resented by assigning acceptance conditions to atomic arguments their generality allow them to cover a number of different approaches with vary- ing forms of representing the argumentation structure boolean regulatory networks are used to model the dynamics of complex biological processes taking into account the interactions of biological compounds such as pro- teins or genes these models have proven highly useful for comprehending such biological processes allowing to reproduce known behaviour and test- ing new hypotheses and predictions in silico for example in the context of new medical treatments while both these approaches stem from entirely different communities it turns out that there are striking similarities in their appearence in this paper we study the relation between these two formalisms revealing their communalities as well as their differences and introducing a correspondence that allows to establish novel results for the individual formalisms
